Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DSS index	Adjacency index	raw DSS non-anchor	raw DSS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
BGC0000967.1.region001	BGC0000967.1.region001	0	1	1	1	1	0	0	1	1		
BGC0001358.1.region001	BGC0001358.1.region001	0	1	1	1	1	0	0	1	1		
BGC0001164.1.region001	BGC0001164.1.region001	0	1	1	1	1	0	0	1	1		
BGC0001600.1.region001	BGC0001600.1.region001	0	1	1	1	1	0	0	1	1		
BGC0001051.1.region001	BGC0001051.1.region001	0	1	1	1	1	0	0	1	1		
BGC0001421.1.region001	BGC0001427.1.region001	0.23859384655952454	0.5797393321990967	1.0	0.7614061832427979	1.0	0.18612803518772125	0.2655982971191406	35	17	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001422.1.region001	BGC0001425.1.region001	0.12865547835826874	0.7592412829399109	0.7857142686843872	0.8713445067405701	0.6666666865348816	0.15604588389396667	0.11496026813983917	30	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000125.1.region001	BGC0001690.1.region001	0.015548082068562508	0.9691455960273743	0.9545454382896423	0.9844518899917603	0.8387096524238586	0.02917872928082943	0.00557751627638936	79	27	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0001460.1.region001	BGC0001955.1.region001	0.2884884476661682	0.5062487125396729	0.7948718070983887	0.7115115523338318	0.686274528503418	0.2875669002532959	0.2891335189342499	56	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0001425.1.region001	BGC0001427.1.region001	0.02259914204478264	0.9553124308586121	1.0	0.9774008393287659	1.0	0.02129979059100151	0.02331378497183323	33	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001424.1.region001	BGC0001427.1.region001	0.22308878600597382	0.6035910248756409	0.9642857313156128	0.776911199092865	0.9032257795333862	0.18523137271404266	0.24454131722450256	34	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000988.1.region001	BGC0000991.1.region001	0.01847422868013382	0.9633928537368774	0.9444444179534912	0.9815257787704468	0.9615384340286255	0.01565457321703434	0.020342251285910606	53	20	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001422.1.region001	BGC0001428.1.region001	0.1199520081281662	0.7744844555854797	0.8214285969734192	0.8800479769706726	0.75	0.12090656161308289	0.11947473138570786	30	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001023.1.region001	BGC0001419.1.region001	0.2020145058631897	0.636780858039856	0.5714285969734192	0.7979854941368103	0.5833333134651184	0.1719663441181183	0.21102894842624664	18	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000419.1.region001	BGC0001955.1.region001	0.2594156861305237	0.5484651327133179	0.7692307829856873	0.7405843138694763	0.6153846383094788	0.2820654809474945	0.2438439279794693	55	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0001363.1.region001	BGC0001754.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	30	21	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001970.1.region001	BGC0001971.1.region001	0.14189361035823822	0.7363466024398804	0.7931034564971924	0.8581063747406006	0.6976743936538696	0.2184453159570694	0.08089146763086319	51	16	NRPS.T1PKS.PKS-like.T3PKS - NRPS.T1PKS.PKS-like.T3PKS	NRPS.T1PKS.PKS-like.T3PKS
BGC0000064.1.region001	BGC0001268.1.region001	0.08270519226789474	0.8414297699928284	1.0	0.9172948002815247	1.0	0.06194952502846718	0.09308303147554398	8	4	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001950.1.region001	BGC0001951.1.region001	0.00893052201718092	0.9822186827659607	1.0	0.991069495677948	1.0	0.024390242993831635	0.002327932044863701	41	24	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001421.1.region001	BGC0001428.1.region001	0.24294452369213104	0.5731329917907715	0.9642857313156128	0.7570554614067078	0.9032257795333862	0.18580082058906555	0.27235671877861023	35	17	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001250.1.region001	BGC0001251.1.region001	0.013382785022258759	0.9734135270118713	1.0	0.9866172075271606	1.0	0.007692307699471712	0.0140940947458148	4	8	NRPS - NRPS	NRPS
BGC0000447.1.region001	BGC0001806.1.region001	0.2648550271987915	0.5404381155967712	0.4166666567325592	0.7351449728012085	0.3529411852359772	0.3641747534275055	0.23174847662448883	48	36	NRPS - NRPS	NRPS
BGC0001425.1.region001	BGC0001428.1.region001	0.05933311954140663	0.8848541975021362	0.9642857313156128	0.9406668543815613	0.9032257795333862	0.059770286083221436	0.0590926818549633	33	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001394.1.region001	BGC0001737.1.region001	0.0999782457947731	0.8100391626358032	0.9473684430122375	0.9000217318534851	0.8695651888847351	0.14925797283649445	0.06575621664524078	50	18	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001427.1.region001	BGC0001428.1.region001	0.05861911550164223	0.8861979842185974	0.9642857313156128	0.9413808584213257	0.9032257795333862	0.06006468087434769	0.05782405659556389	33	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001424.1.region001	BGC0001426.1.region001	0.22363537549972534	0.6027420163154602	0.9642857313156128	0.7763646245002747	0.9032257795333862	0.18903252482414246	0.24324364960193634	34	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001422.1.region001	BGC0001427.1.region001	0.1265779733657837	0.7628660202026367	0.7857142686843872	0.8734220266342163	0.6666666865348816	0.15391525626182556	0.11290933936834335	30	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001023.1.region001	BGC0001422.1.region001	0.2904784381389618	0.5034208297729492	0.4583333432674408	0.7095215320587158	0.4285714328289032	0.3255234956741333	0.2799649238586426	18	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000989.1.region001	BGC0000991.1.region001	0.018991118296980858	0.9623784422874451	1.0	0.9810088872909546	1.0	0.02815304882824421	0.013035861775279045	52	20	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001461.1.region001	BGC0001462.1.region001	0.2177523672580719	0.6119113564491272	0.9166666865348816	0.7822476029396057	0.8085106611251831	0.22637465596199036	0.21176467835903168	50	18	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0001952.1.region001	BGC0001953.1.region001	0.20067474246025085	0.6389208436012268	0.9545454382896423	0.7993252277374268	0.84375	0.17406977713108063	0.21131673455238342	40	25	NRPS.T1PKS - NRPS.T1PKS.NRPS-like	
BGC0001461.1.region001	BGC0001635.1.region001	0.2494669258594513	0.5632998943328857	0.1428571492433548	0.7505331039428711	0.11999999731779099	0.5392142534255981	0.10459326952695847	4	2	NRPS.NRPS-like.T3PKS - NRPS.T3PKS	
BGC0001423.1.region001	BGC0001427.1.region001	0.21724684536457062	0.612702488899231	1.0	0.7827531695365906	1.0	0.1733328104019165	0.24139955639839172	33	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001424.1.region001	BGC0001425.1.region001	0.22323262691497803	0.6033675670623779	0.9642857313156128	0.776767373085022	0.9032257795333862	0.18404261767864227	0.2454402893781662	34	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000455.1.region001	BGC0001955.1.region001	0.2856085002422333	0.5103551745414734	0.7692307829856873	0.7143914699554443	0.6346153616905212	0.28408971428871155	0.28665268421173096	55	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0001421.1.region001	BGC0001425.1.region001	0.23641258478164673	0.5830657482147217	1.0	0.7635874152183533	1.0	0.18119724094867706	0.2648322582244873	35	17	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000305.1.region001	BGC0001842.1.region001	0.2951296269893646	0.49684223532676697	0.699999988079071	0.704870343208313	0.6153846383094788	0.29163897037506104	0.29620063304901123	27	22	NRPS - NRPS	NRPS
BGC0000989.1.region001	BGC0000990.1.region001	0.01995597407221794	0.9604862928390503	1.0	0.9800440073013306	1.0	0.028338352218270302	0.014507426880300045	52	20	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001098.1.region001	BGC0001103.1.region001	0.2884114682674408	0.50635826587677	0.4761904776096344	0.7115885615348816	0.5185185074806213	0.3613625168800354	0.27017369866371155	24	24	NRPS.transAT-PKS - NRPS.transAT-PKS	NRPS.transAT-PKS
BGC0000145.1.region001	BGC0001041.1.region001	0.024324582889676094	0.951942503452301	1.0	0.9756754040718079	1.0	0.04517422616481781	0.0	28	6	transAT-PKS-like.NRPS-like.T1PKS - transAT-PKS-like.NRPS-like.T1PKS	transAT-PKS-like.NRPS-like.T1PKS
BGC0000332.1.region001	BGC0001018.1.region001	0.1301695704460144	0.7566049695014954	0.8888888955116272	0.8698304295539856	0.8181818127632141	0.10204503685235977	0.13920961320400238	18	14	NRPS - NRPS	NRPS
BGC0000978.1.region001	BGC0000981.1.region001	0.11172070354223251	0.7890400886535645	0.5555555820465088	0.8882793188095093	0.52173912525177	0.21619178354740143	0.007249630056321621	16	4	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0001419.1.region001	BGC0001429.1.region001	0.2670867443084717	0.5371618270874023	0.6842105388641357	0.7329132556915283	0.6818181872367859	0.39645087718963623	0.21102894842624664	26	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001857.1.region001	BGC0001978.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	16	4	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000446.1.region001	BGC0001637.1.region001	0.06719452887773514	0.8701260685920715	0.9375	0.9328054785728455	0.8333333134651184	0.05803665518760681	0.07940502464771271	16	3	NRPS - NRPS	NRPS
BGC0000345.1.region001	BGC0001829.1.region001	0.16487601399421692	0.6974321007728577	1.0	0.8351240158081055	1.0	0.13976715505123138	0.18550114333629608	23	7	NRPS.T1PKS.NRPS-like - NRPS.T1PKS.NRPS-like	NRPS.T1PKS.NRPS-like
BGC0000389.1.region001	BGC0001312.1.region001	0.19310921430587769	0.6510727405548096	0.22727273404598236	0.8068907856941223	0.2916666567325592	0.16538208723068237	0.2005361169576645	15	14	NRPS - NRPS	NRPS
BGC0000965.1.region001	BGC0001397.1.region001	0.0451902411878109	0.911661684513092	0.9830508232116699	0.9548097848892212	0.9275362491607666	0.06240557134151459	0.0	63	6	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001423.1.region001	BGC0001428.1.region001	0.22299352288246155	0.6037390828132629	0.9642857313156128	0.7770064473152161	0.9032257795333862	0.17839640378952026	0.24752193689346313	33	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000958.1.region001	BGC0001455.1.region001	0.2897201180458069	0.5044975280761719	1.0	0.7102798819541931	1.0	0.27157753705978394	0.3033270239830017	24	8	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000425.1.region001	BGC0000447.1.region001	0.2226981818675995	0.6041980981826782	0.9230769276618958	0.7773018479347229	0.8823529481887817	0.18724952638149261	0.2347605675458908	49	36	NRPS - NRPS	NRPS
BGC0001421.1.region001	BGC0001426.1.region001	0.23937219381332397	0.5785546898841858	1.0	0.760627806186676	1.0	0.1857556700706482	0.2669689357280731	35	17	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001418.1.region001	BGC0001430.1.region001	0.2754136919975281	0.5250253081321716	0.6000000238418579	0.7245863080024719	0.5384615659713745	0.44909676909446716	0.20304572582244873	25	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000311.1.region001	BGC0001459.1.region001	0.21755880117416382	0.612214207649231	0.8205128312110901	0.7824411988258362	0.7755101919174194	0.24337360262870789	0.19981111586093903	55	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0000020.1.region001	BGC0001511.1.region001	0.14129292964935303	0.7373778223991394	0.7735849022865295	0.858707070350647	0.6865671873092651	0.23487968742847443	0.014950817450881004	81	15	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0001442.1.region001	BGC0001497.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	27	4	NRPS - NRPS	NRPS
BGC0000979.1.region001	BGC0000980.1.region001	0.00039999998989515007	0.999200165271759	1.0	0.9995999932289124	1.0	0.0	0.0005000000237487257	5	5	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0001417.1.region001	BGC0001419.1.region001	0.22727540135383606	0.5971032977104187	0.5	0.7727246284484863	0.517241358757019	0.36424264311790466	0.1724884957075119	24	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000137.1.region001	BGC0001287.1.region001	0.2586497962474823	0.5496001243591309	0.692307710647583	0.7413502335548401	0.5526315569877625	0.40151023864746094	0.13109581172466278	75	21	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0001509.1.region001	BGC0001980.1.region001	0.1803772896528244	0.6717813611030579	1.0	0.8196226954460144	1.0	0.13547027111053467	0.1972174346446991	33	22	NRPS - NRPS	NRPS
BGC0000305.1.region001	BGC0001509.1.region001	0.21438859403133392	0.6171852946281433	1.0	0.7856113910675049	1.0	0.16288095712661743	0.2296067625284195	26	22	NRPS - NRPS	NRPS
BGC0001462.1.region001	BGC0001955.1.region001	0.29474937915802	0.4973784387111664	0.8888888955116272	0.70525062084198	0.75	0.29981979727745056	0.2913268208503723	54	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0000440.1.region001	BGC0000441.1.region001	0.029530145227909088	0.941811740398407	0.8888888955116272	0.9704698324203491	0.7878788113594055	0.06473897397518158	0.0018660681089386344	66	21	NRPS.T3PKS - NRPS.T3PKS	NRPS.T3PKS
BGC0000965.1.region001	BGC0001584.1.region001	0.1391608715057373	0.7410439848899841	0.9491525292396545	0.8608391284942627	0.8450704216957092	0.1517195701599121	0.10619429498910904	63	6	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001421.1.region001	BGC0001423.1.region001	0.2951086759567261	0.4968717694282532	1.0	0.7048913240432739	1.0	0.19969360530376434	0.3442193865776062	35	17	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001881.1.region001	BGC0001982.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	13	4	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000415.1.region001	BGC0000450.1.region001	0.10152868926525116	0.8072506785392761	1.0	0.8984712958335876	0.9200000166893005	0.1307300180196762	0.08427335321903229	26	11	NRPS.NRPS-like - NRPS.NRPS-like	NRPS.NRPS-like
BGC0000990.1.region001	BGC0000991.1.region001	0.009140118025243282	0.981803297996521	1.0	0.990859866142273	1.0	0.009824455715715885	0.00868674460798502	53	20	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001418.1.region001	BGC0001429.1.region001	0.27511897683143616	0.5254524946212769	0.6842105388641357	0.7248810529708862	0.6521739363670349	0.4286033511161804	0.20860907435417175	26	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000311.1.region001	BGC0001460.1.region001	0.23771250247955322	0.5810822248458862	0.7435897588729858	0.7622874975204468	0.7142857313156128	0.2880972623825073	0.20307296514511108	55	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0001419.1.region001	BGC0001431.1.region001	0.2660624384880066	0.5386643409729004	0.6666666865348816	0.7339375615119934	0.6666666865348816	0.4056008458137512	0.20792141556739807	25	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001417.1.region001	BGC0001420.1.region001	0.29800260066986084	0.4928003251552582	0.5	0.7019973993301392	0.4545454680919647	0.3877035677433014	0.2650243043899536	25	17	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000982.1.region001	BGC0001009.1.region001	0.24157769978046417	0.5752043724060059	0.6206896305084229	0.758422315120697	0.6486486196517944	0.4030427634716034	0.13124322891235352	41	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000323.1.region001	BGC0000435.1.region001	0.2685779929161072	0.5349781513214111	1.0	0.7314220070838928	0.9230769276618958	0.22234204411506653	0.2859164774417877	24	16	NRPS - NRPS	NRPS
BGC0001015.1.region001	BGC0001017.1.region001	0.2675924003124237	0.5364208817481995	0.6153846383094788	0.7324075698852539	0.5348837375640869	0.28922349214553833	0.258657842874527	38	23	NRPS.T1PKS - NRPS.T1PKS.NRPS-like	
BGC0001023.1.region001	BGC0001426.1.region001	0.2859312891960144	0.5098941326141357	0.3928571343421936	0.7140687108039856	0.3870967626571655	0.3218288719654083	0.2751619815826416	18	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001090.1.region001	BGC0001098.1.region001	0.14442865550518036	0.732002317905426	1.0	0.8555713295936584	1.0	0.10821360349655151	0.15387606620788574	24	23	NRPS.transAT-PKS - NRPS.transAT-PKS	NRPS.transAT-PKS
BGC0001728.1.region001	BGC0001993.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	22	24	NRPS.NRPS-like.transAT-PKS - NRPS.NRPS-like.transAT-PKS	NRPS.NRPS-like.transAT-PKS
BGC0001049.1.region001	BGC0001136.1.region001	0.12657728791236877	0.7628672122955322	1.0	0.8734226822853088	1.0	0.10670584440231323	0.1402389109134674	11	4	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001161.1.region001	BGC0001162.1.region001	0.08275244385004044	0.841343104839325	1.0	0.9172475337982178	1.0	0.07387720793485641	0.08663535863161087	7	4	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0000425.1.region001	BGC0001806.1.region001	0.13246068358421326	0.7526244521141052	0.38461539149284363	0.8675392866134644	0.3529411852359772	0.2783257067203522	0.08383901417255402	48	36	NRPS - NRPS	NRPS
BGC0001646.1.region001	BGC0001946.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	85	41	terpene.NRPS.transAT-PKS - terpene.NRPS.transAT-PKS	terpene.NRPS.transAT-PKS
BGC0000430.1.region001	BGC0001748.1.region001	0.2842719852924347	0.5122666358947754	0.6666666865348816	0.7157280445098877	0.6000000238418579	0.4200686514377594	0.22061727941036224	15	8	NRPS - NRPS.NRPS-like	
BGC0000404.1.region001	BGC0000405.1.region001	0.013584624975919724	0.973015308380127	0.9230769276618958	0.9864153861999512	0.800000011920929	0.03784992918372154	0.00044091709423810244	13	6	NRPS - NRPS	NRPS
BGC0001023.1.region001	BGC0001425.1.region001	0.2870984673500061	0.508228600025177	0.3928571343421936	0.7129015326499939	0.3870967626571655	0.3277851343154907	0.2748924493789673	18	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001023.1.region001	BGC0001428.1.region001	0.28710782527923584	0.5082152485847473	0.37931033968925476	0.7128921747207642	0.375	0.3204810321331024	0.27709588408470154	18	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001161.1.region001	BGC0001163.1.region001	0.1196158304810524	0.7750762701034546	0.800000011920929	0.8803841471672058	0.8181818127632141	0.19687679409980774	0.08581415563821793	7	4	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0000418.1.region001	BGC0000419.1.region001	0.10694226622581482	0.7975521087646484	0.9722222089767456	0.8930577635765076	0.9318181872367859	0.10731286555528641	0.10668284446001053	56	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0000363.1.region001	BGC0000364.1.region001	0.16362382471561432	0.6995251178741455	1.0	0.8363761901855469	0.8571428656578064	0.15881186723709106	0.16624853014945984	24	11	NRPS - NRPS	NRPS
BGC0000066.1.region001	BGC0000067.1.region001	0.19971929490566254	0.6404492259025574	0.38235294818878174	0.8002806901931763	0.4000000059604645	0.37140214443206787	0.0022840267047286034	69	15	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0001423.1.region001	BGC0001424.1.region001	0.1327190101146698	0.7521762847900391	0.9642857313156128	0.8672809600830078	0.9032257795333862	0.11432934552431107	0.1436820924282074	31	13	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001009.1.region001	BGC0001010.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	43	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001421.1.region001	BGC0001422.1.region001	0.29648417234420776	0.4949345290660858	0.7857142686843872	0.7035158276557922	0.6666666865348816	0.33853697776794434	0.27422091364860535	36	17	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000455.1.region001	BGC0001635.1.region001	0.24580535292625427	0.5688095688819885	0.1428571492433548	0.7541946768760681	0.11999999731779099	0.5282295346260071	0.10459326952695847	4	2	NRPS.NRPS-like.T3PKS - NRPS.T3PKS	
BGC0001842.1.region001	BGC0001980.1.region001	0.29328107833862305	0.4994516372680664	1.0	0.706718921661377	0.9166666865348816	0.24753013253211975	0.3083581030368805	29	22	NRPS - NRPS	NRPS
BGC0001153.1.region001	BGC0001192.1.region001	0.06714605540037155	0.8702164888381958	1.0	0.9328539371490479	1.0	0.06638851761817932	0.0673433318734169	25	24	NRPS - NRPS	NRPS
BGC0001437.1.region001	BGC0001710.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	23	3	NRPS.hserlactone - NRPS.hserlactone	NRPS.hserlactone
BGC0001023.1.region001	BGC0001427.1.region001	0.2858331799507141	0.5100342631340027	0.3928571343421936	0.7141668200492859	0.3870967626571655	0.329266756772995	0.2728031277656555	18	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000818.1.region001	BGC0001084.1.region001	0.2965594530105591	0.49482861161231995	0.7692307829856873	0.7034405469894409	0.7647058963775635	0.36188724637031555	0.23123164474964142	16	4	NRPS.indole - NRPS.indole	NRPS.indole
BGC0000331.1.region001	BGC0001018.1.region001	0.2690716087818146	0.5342562794685364	0.6666666865348816	0.730928361415863	0.5333333611488342	0.3019469678401947	0.25733041763305664	20	14	NRPS - NRPS	NRPS
BGC0000455.1.region001	BGC0001459.1.region001	0.1776154786348343	0.6763162612915039	0.8974359035491943	0.8223845362663269	0.7647058963775635	0.19458355009555817	0.16594994068145752	55	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0000305.1.region001	BGC0001980.1.region001	0.08243696391582489	0.8419219255447388	1.0	0.9175630211830139	1.0	0.06255634129047394	0.08831078559160233	26	22	NRPS - NRPS	NRPS
BGC0000136.1.region001	BGC0000137.1.region001	0.24327024817466736	0.5726399421691895	0.6666666865348816	0.7567297220230103	0.5384615659713745	0.3635874092578888	0.14443829655647278	69	21	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0000982.1.region001	BGC0001010.1.region001	0.24157769978046417	0.5752043724060059	0.6206896305084229	0.758422315120697	0.6486486196517944	0.4030427634716034	0.13124322891235352	41	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001423.1.region001	BGC0001425.1.region001	0.21683451533317566	0.6133481860160828	1.0	0.783165454864502	1.0	0.1712784320116043	0.24189037084579468	33	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0001459.1.region001	BGC0001955.1.region001	0.2922402620315552	0.5009238123893738	0.8205128312110901	0.7077597379684448	0.7400000095367432	0.29715946316719055	0.2887353301048279	57	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0000974.1.region001	BGC0001559.1.region001	0.008283479139208794	0.983501672744751	0.95652174949646	0.9917165040969849	0.90625	0.02167804166674614	0.0	47	19	NRPS-like.T1PKS.NRPS - NRPS-like.T1PKS.NRPS	NRPS-like.T1PKS.NRPS
BGC0000331.1.region001	BGC0000332.1.region001	0.2929704487323761	0.4998907744884491	0.7272727489471436	0.7070295214653015	0.5333333611488342	0.29790157079696655	0.29120934009552	20	14	NRPS - NRPS	NRPS
BGC0001569.1.region001	BGC0001814.1.region001	0.1845170259475708	0.6650124788284302	0.8846153616905212	0.8154829740524292	0.8275862336158752	0.17444594204425812	0.19063161313533783	34	14	NRPS.betalactone - NRPS.betalactone	NRPS.betalactone
BGC0001327.1.region001	BGC0001328.1.region001	0.2957673966884613	0.4959435760974884	0.8235294222831726	0.7042326331138611	0.5925925970077515	0.2763482630252838	0.3033529818058014	25	16	NRPS.T1PKS - NRPS.T1PKS.NRPS-like	
BGC0000408.1.region001	BGC0001192.1.region001	0.08133162558078766	0.8439515829086304	1.0	0.9186683893203735	1.0	0.08794988691806793	0.07960812002420425	25	24	NRPS - NRPS	NRPS
BGC0001818.1.region001	BGC0001912.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	38	3	NRPS.NRPS-like - NRPS.NRPS-like	NRPS.NRPS-like
BGC0001023.1.region001	BGC0001430.1.region001	0.15989133715629578	0.7057825326919556	0.5789473652839661	0.8401086330413818	0.5	0.22312046587467194	0.14092260599136353	18	15	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000034.1.region001	BGC0000061.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	130	43	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0000455.1.region001	BGC0001460.1.region001	0.10829582810401917	0.7951363325119019	0.8717948794364929	0.8917041420936584	0.7450980544090271	0.13867223262786865	0.08741205185651779	55	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0001436.1.region001	BGC0001557.1.region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	9	1	NRPS-like - NRPS-like	NRPS-like
BGC0001012.1.region001	BGC0001013.1.region001	0.08137691766023636	0.8438683748245239	0.7777777910232544	0.9186230897903442	0.7692307829856873	0.14120963215827942	0.04738105461001396	75	33	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
BGC0000311.1.region001	BGC0000455.1.region001	0.2224513292312622	0.6045819520950317	0.7368420958518982	0.7775486707687378	0.6399999856948853	0.2347823530435562	0.21489858627319336	49	20	NRPS.NRPS-like.T3PKS - NRPS.NRPS-like.T3PKS	NRPS.NRPS-like.T3PKS
BGC0000108.1.region001	BGC0001690.1.region001	0.0739910751581192	0.8574925065040588	0.8620689511299133	0.926008939743042	0.8611111044883728	0.1273254156112671	0.03201497718691826	85	27	NRPS-like.T1PKS - NRPS-like.T1PKS	NRPS-like.T1PKS
BGC0000398.1.region001	BGC0000399.1.region001	0.21455985307693481	0.6169162392616272	0.9285714030265808	0.7854401469230652	0.9375	0.182037815451622	0.22756867110729218	32	20	NRPS - NRPS	NRPS
BGC0000958.1.region001	BGC0001216.1.region001	0.08636975288391113	0.834720253944397	0.9166666865348816	0.9136302471160889	0.8064516186714172	0.09033630043268204	0.0833948403596878	24	8	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
